symbol,sector,companyname,address,previousclose,dividend_yield,fifty_two_week_high,fifty_two_week_low,two_hundered_day_average,market_cap,environment_score,social_score,governance_score,profit_margins,book_value,trailing_eps,shares_outstanding,total_cash,debt_to_equity,return_on_equity,earnings_growth,ebitda,current_liabilities,revenue
DUK,Utilities,Duke Energy Corporation,"526 South Church Street, Charlotte, NC",96.16,0.0418,116.33,83.76,100.8736,74344415232.0,14.49,8.57,4.56,0.090050004,61.506,4.74,770648000,409000000.0,146.996,0.07337,,12391000064.0,18873000000.0,28319000000.0
ITW,Industrials,Illinois Tool Works Inc.,"155 Harlem Avenue, Glenview, IL",239.88,0.0218,253.37,173.52,212.60295,74208665600.0,4.31,9.07,6.22,0.19042999,10.125,9.76,304820992,708000000.0,257.332,0.90365,0.528,4240999936.0,4460000000.0,15932000000.0
HCA,Healthcare,"HCA Healthcare, Inc.","One Park Plaza, Nashville, TN",259.44,0.0093,279.02,164.47,222.72134,73106595840.0,3.5,17.34,7.4,0.09369001,-9.976,19.15,277255008,1000000000.0,,9.65254,0.266,12021999616.0,9902000000.0,60233000000.0
BSX,Healthcare,Boston Scientific Corporation,"300 Boston Scientific Way, Marlborough, MA",49.6,,50.21,34.98,43.118,71909621760.0,3.0,12.69,10.63,0.055040002,12.26,0.45,1437330048,928000000.0,53.167,0.04082,0.567,3168999936.0,3803000000.0,12682000000.0
MU,Technology,"Micron Technology, Inc.","8000 South Federal Way, Boise, ID",63.09,0.0073,78.18,48.43,57.09255,66035494912.0,6.6,5.07,5.77,0.0,45.619,1.4,1094390016,,,,,,7539000000.0,30758000000.0
LRCX,Technology,Lam Research Corporation,"4650 Cushing Parkway, Fremont, CA",531.36,0.012999999,548.85,299.59,450.1802,71532273664.0,4.5,3.97,4.98,0.26907,61.333,37.2,134936000,4587846144.0,60.247,0.6935,0.276,6382776832.0,4564759000.0,17227039000.0
FISV,Technology,"Fiserv, Inc.","255 Fiserv Drive, Brookfield, WI",113.0,,119.48,87.03,103.059,71022288896.0,1.19,10.73,6.75,0.14264,48.933,3.96,628126016,902000000.0,69.963,0.081149995,1.448,6869000192.0,26458000000.0,17737000000.0
NOC,Industrials,Northrop Grumman Corporation,"2980 Fairview Park Drive, Falls Church, VA",460.98,0.015,556.27,430.94,485.9733,70667624448.0,7.47,14.87,5.05,0.13376,99.975,31.48,153052992,2576999936.0,97.962,0.34677,-0.215,7680000000.0,11587000000.0,36602000000.0
SLB,Energy,Schlumberger Limited,"5599 San Felipe, Houston, TX",48.74,0.020499999,59.45,30.65,45.78945,70095159296.0,7.41,8.76,5.76,0.122489996,12.453,2.39,1427600000,2894000128.0,71.849,0.20989001,0.749,5820000256.0,12018000000.0,28091000000.0
BDX,Healthcare,"Becton, Dickinson and Company","1 Becton Drive, Franklin Lakes, NJ",245.17,0.0148,277.29,215.9,243.1629,70956351488.0,3.7,15.56,7.48,0.08598,89.718,5.17,283902016,612000000.0,64.602,0.06351,-0.254,4773000192.0,7811000000.0,18870000000.0
CME,Financial Services,CME Group Inc.,"20 South Wacker Drive, Chicago, IL",188.93,0.0233,247.02,166.55,185.3715,68897980416.0,2.13,6.21,6.24,0.53725,74.885,7.41,359740000,2816100096.0,14.687,0.09916,0.039,3365299968.0,137687500000.0,5008800000.0
EOG,Energy,"EOG Resources, Inc.","1111 Bagby Street, Houston, TX",113.54,0.0291,150.88,92.16,121.692,67370803200.0,20.39,8.13,7.73,0.26204002,42.163,13.22,587724032,5971999744.0,24.044,0.33046,0.141,13790999552.0,5513000000.0,29610000000.0
EQIX,Real Estate,"Equinix, Inc.","One Lagoon Drive, Redwood City, CA",702.01,0.0194,776.35,494.89,657.97314,68709916672.0,2.63,3.51,5.65,0.10476,124.227,7.65,92784200,1906420992.0,143.141,0.06294,0.024,2429063936.0,1838298000.0,6723187000.0
ATVI,Communication Services,"Activision Blizzard, Inc.","2701 Olympic Boulevard Building B, Santa Monica, CA",84.89,0.0056,85.74,70.94,76.72985,67277246464.0,0.15,12.48,6.31,0.20098,24.538,1.91,784273984,12040999936.0,20.038,0.08213,-0.293,1772999936.0,3555000000.0,7528000000.0
WM,Industrials,"Waste Management, Inc.","800 Capitol Street, Houston, TX",161.53,0.0173,175.98,138.89,159.07385,66372173824.0,8.22,5.24,3.28,0.11361,16.791,5.4,406767008,351000000.0,225.932,0.32022998,0.006,5465999872.0,4394000000.0,19698000000.0
UBER,Technology,"Uber Technologies, Inc.","1515 3rd Street, San Francisco, CA",31.19,,37.58,19.895,28.4929,63839678464.0,,,,-0.28676,3.66,-4.7,2013869952,4311000064.0,137.147,-0.76619005,-0.329,-885000000.0,8853000000.0,31877000000.0
APD,Basic Materials,"Air Products and Chemicals, Inc.","1940 Air Products Boulevard, Allentown, PA",277.97,0.0253,328.56,218.88,271.7501,64434987008.0,5.94,1.28,3.59,0.17608999,62.75,10.04,222083008,3167899904.0,60.518,0.15838,0.02,3883000064.0,3465800000.0,12698600000.0
BX,Financial Services,Blackstone Inc.,"345 Park Avenue, New York, NY",85.75,0.0513,132.93,71.72,90.7085,108202188800.0,2.52,9.95,11.16,0.21802,10.779,2.36,706369984,4454680064.0,68.844,0.14444,-0.61,,7741694000.0,8015891000.0
GD,Industrials,General Dynamics Corporation,"11011 Sunset Hills Road, Reston, VA",226.49,0.0233,256.86,207.42,232.7541,62692478976.0,8.48,19.52,6.87,0.08602,67.786,12.19,274713984,1242000000.0,65.241,0.18725,0.056,5485000192.0,15341000000.0,39407000000.0
CL,Consumer Defensive,Colgate-Palmolive Company,"300 Park Avenue, New York, NY",75.25,0.0255,83.81,67.84,76.0309,62535172096.0,6.06,9.35,6.72,0.099350005,0.483,2.13,832137984,950000000.0,1150.248,2.21384,-0.965,4148999936.0,4004000000.0,17967000000.0
HUM,Healthcare,Humana Inc.,"Humana Building, Louisville, KY",488.36,0.0073,571.3,410.87,499.23935,61012611072.0,0.01,16.43,5.94,0.03021,122.513,22.09,125075000,18941999104.0,78.282,0.17806,,4592999936.0,17178000000.0,92870000000.0
CSX,Industrials,CSX Corporation,"500 Water Street, Jacksonville, FL",29.5,0.0149,38.17,25.8,30.549,61329993728.0,7.45,9.19,3.44,0.28048,6.105,1.95,2048429952,2087000064.0,148.293,0.31893,0.163,7390000128.0,2471000000.0,14853000000.0
SCCO,Basic Materials,Southern Copper Corporation,"7310 North 16th St, Phoenix, AZ",75.77,0.0462,79.32,42.42,58.25295,60482187264.0,17.19,7.8,6.57,0.26259002,10.457,3.32,773102016,2278000128.0,87.182,0.32382,0.083,5232099840.0,1235700000.0,10047900000.0
PANW,Technology,"Palo Alto Networks, Inc.","3000 Tannery Way, Santa Clara, CA",193.57,,213.63333,132.22,167.57224,60895932416.0,0.7,7.62,5.6,0.00557,2.411,0.08,302608000,3346899968.0,542.455,0.08101,,245000000.0,8306300000.0,5501500000.0
MPC,Energy,Marathon Petroleum Corporation,"539 South Main Street, Findlay, OH",133.94,0.0224,136.46,77.62,109.50475,60680376320.0,15.91,7.01,5.79,0.08144,61.046,27.46,441625984,11770000384.0,79.542,0.46537,4.567,22965000192.0,20020000000.0,178236000000.0
FCX,Basic Materials,Freeport-McMoRan Inc.,"333 North Central Avenue, Phoenix, AZ",40.2,0.0152,51.78,24.8,35.03535,60161835008.0,16.56,10.15,5.22,0.15224,10.878,2.39,1430690048,8145999872.0,44.035,0.18705,-0.348,9317999616.0,6345000000.0,22780000000.0
MRNA,Healthcare,"Moderna, Inc.","200 Technology Square, Cambridge, MA",147.44,,217.25,115.03,158.72313,59232432128.0,,,,0.4341,49.67,19.93,385678016,9902000128.0,6.275,0.50270003,-0.678,9767999488.0,4923000000.0,19263000000.0
SNPS,Technology,"Synopsys, Inc.","690 East Middlefield Road, Mountain View, CA",375.94,,391.17,255.02,334.42056,60449288192.0,3.18,6.2,4.07,0.1822,36.991,6.05,152302000,1301922944.0,12.158,0.16871001,-0.121,1263748992.0,2774499000.0,5081542000.0
MMM,Industrials,3M Company,"3M Center, Saint Paul, MN",102.78,0.0571,154.66,100.16,122.57665,57964904448.0,12.33,13.56,7.72,0.16878,26.804,9.96,551468992,3892999936.0,114.191,0.38752997,-0.578,7424000000.0,9523000000.0,34229000000.0
ICE,Financial Services,"Intercontinental Exchange, Inc.","5660 New Northside Drive, Atlanta, GA",102.73,0.0164,133.52,88.6,100.9837,58371010560.0,1.68,7.98,6.68,0.1983,40.619,2.58,559699008,1799000064.0,81.02,0.06583,-0.718,4512999936.0,149171000000.0,7292000000.0
SHW,Basic Materials,The Sherwin-Williams Company,"101 West Prospect Avenue, Cleveland, OH",217.02,0.0112,285.0,195.24,231.9252,58002571264.0,12.93,8.99,6.72,0.0912,12.049,7.73,258052992,198800000.0,403.207,0.72936994,0.295,3577700096.0,5960700000.0,22148900000.0
CDNS,Technology,"Cadence Design Systems, Inc.","Building 5, San Jose, CA",207.01,,210.23,132.32,172.2161,58166358016.0,1.41,6.06,4.72,0.23834999,10.067,3.09,273208000,886814976.0,33.665,0.30951,0.376,1215928960.0,1347696000.0,3561718000.0
CCI,Real Estate,Crown Castle Inc.,"1220 Augusta Drive, Houston, TX",132.53,0.047199998,199.97,121.71,149.34575,58011340800.0,5.21,2.92,5.06,0.23977,17.203,3.86,433438016,156000000.0,375.352,0.21327999,0.163,4119000064.0,2731000000.0,6986000000.0
KLAC,Technology,KLA Corporation,"One Technology Drive, Milpitas, CA",396.03,0.0135,429.46,250.2,360.6133,57383882752.0,7.13,4.76,4.91,0.33773997,18.802,23.45,138480000,2866350080.0,239.175,1.06493,0.463,4575155200.0,2871083000.0,9211883000.0
FDX,Industrials,FedEx Corporation,"942 South Shady Grove Road, Memphis, TN",224.4,0.020499999,248.76,141.92,195.6247,57431420928.0,5.29,9.32,5.84,0.0323,98.4,11.62,251352000,5373000192.0,153.997,0.121479996,-0.272,9116999680.0,14274000000.0,93512000000.0
MNST,Consumer Defensive,Monster Beverage Corporation,"1 Monster Way, Corona, CA",52.49,,54.17,39.58,48.40545,57032396800.0,12.43,10.58,5.03,0.18881,6.725,1.11,1044819968,2669455104.0,0.543,0.17534,-0.05,1645961984.0,1001978000.0,6311050000.0
EPD,Energy,Enterprise Products Partners L.P.,"1100 Louisiana Street, Houston, TX",25.75,0.0761,28.65,22.9,25.30765,56223981568.0,,,,0.09435,12.264,2.48,2170810112,102000000.0,103.405,0.20705,0.395,8728999936.0,12265000000.0,58186000000.0
OXY,Energy,Occidental Petroleum Corporation,"5 Greenway Plaza, Houston, TX",62.32,0.0116,77.13,51.53,64.38605,56069320704.0,24.61,12.04,6.59,0.36316,22.585,12.42,898115008,984000000.0,69.021,0.52781,0.269,20590999552.0,7757000000.0,36634000000.0
MCO,Financial Services,Moody's Corporation,"7 World Trade Center, New York, NY",300.94,0.010199999,346.22,230.16,287.46454,57030807552.0,0.02,5.23,5.25,0.25128,13.75,7.43,183268992,1859000064.0,301.301,0.49028,-0.41,2335000064.0,2375000000.0,5468000000.0
USB,Financial Services,U.S. Bancorp,"800 Nicollet Mall, Minneapolis, MN",35.45,0.053000003,53.88,32.72,44.645,56245932032.0,1.71,15.85,12.49,0.26307,28.712,3.62,1531789952,55942000640.0,,0.109510005,-0.467,,562738000000.0,22142000000.0
WDAY,Technology,"Workday, Inc.","6110 Stoneridge Mall Road, Pleasanton, CA",200.05,,245.83,128.72,163.45164,53493858304.0,0.93,6.25,5.89,-0.059,21.649,-1.52,204000000,6121394176.0,58.169,-0.07247,,142156992.0,4628166000.0,6215818000.0
CHTR,Communication Services,"Charter Communications, Inc.","400 Washington Boulevard, Stamford, CT",349.05,,574.65,297.66,388.20035,54589526016.0,5.57,13.1,7.86,0.09357,59.737,31.07,152651008,645000000.0,788.756,0.38097998,-0.139,21400000512.0,12065000000.0,54022000000.0
VMW,Technology,"VMware, Inc.","3401 Hillview Avenue, Palo Alto, CA",124.0,,132.15,91.53,116.82965,53862912000.0,2.6,7.2,5.55,0.09843001,3.595,3.11,428483008,5100000256.0,748.175,3.99392,-0.168,2708999936.0,12391000000.0,13350000000.0
GM,Consumer Cyclical,General Motors Company,"300 Renaissance Center, Detroit, MI",35.99,0.01,43.63,30.33,36.92955,51155394560.0,10.28,12.92,7.69,0.063379996,48.423,6.13,1394640000,27303000064.0,160.358,0.14059,0.213,17824000000.0,91173000000.0,156735000000.0
PSA,Real Estate,Public Storage,"701 Western Avenue, Glendale, CA",294.64,0.040700004,421.76,270.13,304.0163,53261844480.0,4.51,2.55,5.24,1.02573,32.656,23.51,175795008,775252992.0,67.581,0.44576,-0.351,3079395072.0,522950000.0,4240044000.0
ORLY,Consumer Cyclical,"O'Reilly Automotive, Inc.","233 South Patterson Avenue, Springfield, MO",841.5,,873.94,562.9,766.57214,52699754496.0,0.16,8.89,3.98,0.15078,-17.012,33.4,61833200,108583000.0,,,0.093,3320024064.0,7063817000.0,14409860000.0
FTNT,Technology,"Fortinet, Inc.","899 Kifer Road, Sunnyvale, CA",65.81,,71.516,42.61,54.47239,52546867200.0,1.23,12.19,5.71,0.19407,-0.36,1.08,784065984,2211000064.0,,3.31502,0.637,1069299968.0,3078400000.0,4417400000.0
F,Consumer Cyclical,Ford Motor Company,"One American Road, Dearborn, MI",12.29,0.0498,16.73,10.61,13.04565,51492798464.0,9.27,11.34,9.35,-0.01253,10.848,-0.49,3915330048,32184000512.0,325.42,-0.04689,-0.894,14138999808.0,96866000000.0,158057000000.0
HSY,Consumer Defensive,The Hershey Company,"19 East Chocolate Avenue, Hershey, PA",253.29,0.0164,255.05,201.42,228.9552,51908800512.0,11.3,10.89,5.24,0.15786,16.098,7.95,146922000,463888992.0,155.112,0.54313,0.185,2630255104.0,3257154000.0,10419294000.0
PNC,Financial Services,"The PNC Financial Services Group, Inc.","The Tower at PNC Plaza, Pittsburgh, PA",127.03,0.047199998,188.59,119.27,156.81125,50799579136.0,1.73,11.75,8.86,0.29264,99.82,13.85,399681984,10362999808.0,,0.12041,0.207,,447812000000.0,20643000000.0
MAR,Consumer Cyclical,"Marriott International, Inc.","7750 Wisconsin Avenue, Bethesda, MD",162.67,0.0098,195.9,131.01,156.75655,51287097344.0,8.75,9.05,4.09,0.44025,1.829,7.24,308884000,507000000.0,1972.535,2.37941,0.494,3756000000.0,7339000000.0,5356000000.0
VLO,Energy,Valero Energy Corporation,"One Valero Way, San Antonio, TX",137.02,0.0298,150.39,96.71,122.60385,52317339648.0,18.18,7.23,4.65,0.06734,63.314,29.03,367840000,4862000128.0,49.953,0.52463,2.31,18267000832.0,17461000000.0,171189000000.0
ANET,Technology,"Arista Networks, Inc.","5453 Great America Parkway, Santa Clara, CA",162.49,,171.44,89.115,123.51295,51583377408.0,0.4,8.88,7.11,0.30868998,15.92,2.91,307300000,3023728896.0,1.307,0.30514,0.827,1589805952.0,1293531000.0,4381310000.0
EW,Healthcare,Edwards Lifesciences Corporation,"One Edwards Way, Irvine, CA",81.57,,131.1,67.13,84.52415,50142650368.0,2.86,8.85,7.63,0.28275,9.546,2.44,606099968,1215299968.0,11.905,0.26143998,0.227,1931500032.0,1022400000.0,5382400000.0
GIS,Consumer Defensive,"General Mills, Inc.","Number One General Mills Boulevard, Minneapolis, MN",84.96,0.0254,88.34,64.94,78.63365,50349268992.0,8.45,8.94,4.13,0.14039999,17.394,4.62,587353984,618700032.0,110.526,0.27387,-0.148,3816000000.0,8019900000.0,18992800000.0
KDP,Consumer Defensive,Keurig Dr Pepper Inc.,"53 South Avenue, Burlington, MA",35.13,0.0228,41.31,33.35,36.73435,49619554304.0,,,,0.10216,17.84,1.01,1406450048,535000000.0,55.065,0.057290003,-0.457,3664999936.0,8076000000.0,14057000000.0
EMR,Industrials,Emerson Electric Co.,"8000 West Florissant Avenue, Saint Louis, MO",85.59,0.024300002,99.65,72.41,86.4233,49791795200.0,10.13,12.34,7.0,0.23511,18.773,4.72,571400000,2271000064.0,62.151,0.20798,1.65,4653000192.0,7777000000.0,19629000000.0
CTAS,Industrials,Cintas Corporation,"6800 Cintas Boulevard, Cincinnati, OH",467.64,0.0099,470.23,343.86,423.709,49323536384.0,3.21,9.17,5.88,0.0,32.525,12.29,101620000,,,,,,1432890000.0,7854459000.0
MCK,Healthcare,McKesson Corporation,"6555 State Highway 161, Irving, TX",357.78,0.006,401.78,298.69,357.90176,48757133312.0,2.29,7.37,5.52,0.011469999,-17.928,21.75,136939008,2774000128.0,,,,4713999872.0,48466000000.0,263966000000.0
PXD,Energy,Pioneer Natural Resources Company,"777 Hidden Ridge, Irving, TX",202.06,0.1348,288.46,177.27,229.11955,47997218816.0,18.67,8.97,9.1,0.32173002,95.498,31.14,235004000,1204000000.0,25.669,0.34576,1.016,12513000448.0,3887000000.0,24384000000.0
NSC,Industrials,Norfolk Southern Corporation,"650 West Peachtree Street NW, Atlanta, GA",208.84,0.025899999,276.65,196.33,235.58176,48289783808.0,8.05,11.36,3.32,0.25656998,55.828,13.89,227782000,456000000.0,126.647,0.24797001,0.096,6156000256.0,2649000000.0,12745000000.0
SNOW,Technology,Snowflake Inc.,"106 East Babcock Street, Bozeman, MT",142.11,,243.33,110.265,153.86565,50595082240.0,,,,-0.38569,16.949,-2.49,321600000,4007867904.0,4.602,-0.15165,,-769009024.0,1993517000.0,2065659000.0
APH,Technology,Amphenol Corporation,"358 Hall Avenue, Wallingford, CT",80.66,0.0104,82.86,61.67,75.1009,48591122432.0,8.04,5.49,7.81,0.1507,11.795,3.06,594604992,1434200064.0,68.668,0.28452998,0.113,2998599936.0,2676100000.0,12623000000.0
SRE,Utilities,Sempra Energy,"488 8th Avenue, San Diego, CA",149.56,0.0327,176.47,136.54,156.15285,48543522816.0,12.09,7.14,5.5,0.14807001,83.522,6.62,314569984,370000000.0,102.222,0.0806,-0.266,4517000192.0,9899000000.0,14439000000.0
MSI,Technology,"Motorola Solutions, Inc.","500 West Monroe Street, Chicago, IL",281.65,0.0125,286.24,195.18,247.52216,47855243264.0,2.21,6.7,5.39,0.14958,0.693,7.94,167250000,1324999936.0,5000.763,25.31481,0.493,2504000000.0,4560000000.0,9112000000.0
MCHP,Technology,Microchip Technology Incorporated,"2355 West Chandler Boulevard, Chandler, AZ",82.78,0.0177,87.76,54.33,70.6793,47668555776.0,14.83,8.75,7.4,0.25733,11.522,3.57,547795968,288900000.0,104.924,0.34199002,0.677,3870400000.0,1399000000.0,6820900000.0
KHC,Consumer Defensive,The Kraft Heinz Company,"One PPG Place, Pittsburgh, PA",38.84,0.041199997,44.87,32.73,38.17385,47448088576.0,14.38,14.29,6.63,0.08922,39.737,1.91,1227000064,1040000000.0,42.699,0.04817,,6006000128.0,9028000000.0,26485000000.0
AEP,Utilities,"American Electric Power Company, Inc.","1 Riverside Plaza, Columbus, OH",90.43,0.0368,105.6,80.3,93.74825,47421714432.0,12.84,7.54,5.43,0.11748,46.497,4.43,514407008,696899968.0,168.415,0.09852,-0.304,7122699776.0,14567400000.0,19639500000.0
PSX,Energy,Phillips 66,"2331 CityWest Boulevard, Houston, TX",99.99,0.042,113.53,74.02,95.94995,47376900096.0,16.39,7.0,5.96,0.06485,63.313,23.27,460912992,6133000192.0,53.413,0.4087,0.378,11304999936.0,15889000000.0,169990000000.0
ECL,Basic Materials,Ecolab Inc.,"1 Ecolab Place, Saint Paul, MN",163.28,0.012999999,185.5,131.04,154.87766,47121428480.0,9.48,8.44,6.17,0.07695,25.434,3.8,284670016,598600000.0,124.356,0.15283,-0.107,2787699968.0,4210400000.0,14187800000.0
CMG,Consumer Cyclical,"Chipotle Mexican Grill, Inc.","610 Newport Center Drive, Newport Beach, CA",1672.17,,1754.56,1196.28,1523.9636,48205381632.0,5.5,13.45,4.69,0.10413,85.714,32.27,27621800,899136000.0,157.575,0.38542998,0.714,1468368000.0,921880000.0,8634652000.0
ROP,Technology,"Roper Technologies, Inc.","6901 Professional Parkway, Sarasota, FL",437.0,0.0062,488.23,356.22,415.3744,47215525888.0,4.62,12.71,5.56,0.84603,151.157,9.22,106243000,792800000.0,42.851,0.07142,5.704,2174599936.0,2892500000.0,5371800000.0
D,Utilities,"Dominion Energy, Inc.","120 Tredegar Street, Richmond, VA",55.69,0.0479,88.78,52.03,67.97525,46883332096.0,11.11,8.55,5.73,0.05788,31.255,1.08,835251008,758000000.0,167.168,0.0357,,7886000128.0,13450000000.0,17174000000.0
TFC,Financial Services,Truist Financial Corporation,"214 North Tryon Street, Charlotte, NC",33.85,0.0614,56.0,28.7,45.351,45624090624.0,,,,0.28125,40.579,4.43,1328140032,30190999552.0,,0.09656,0.071,,440203000000.0,22258000000.0
DG,Consumer Defensive,Dollar General Corporation,"100 Mission Ridge, Goodlettsville, TN",207.69,0.0114,262.21,183.25,239.674,46113472512.0,3.27,8.56,5.53,0.06384,25.293,10.68,219108000,381576000.0,318.69,0.40936002,0.157,4055279104.0,5887768000.0,37844863000.0
MET,Financial Services,"MetLife, Inc.","200 Park Avenue, New York, NY",57.05,0.0354,77.36,52.83,67.36345,45724508160.0,0.73,4.82,9.41,0.03632,34.707,2.85,774361984,29702000640.0,373.944,0.053829998,0.19,4216999936.0,49725000000.0,69898000000.0
KMB,Consumer Defensive,Kimberly-Clark Corporation,"PO Box 619100, Dallas, TX",133.01,0.0355,144.53,108.74,129.00285,45293076480.0,8.05,7.77,6.23,0.095860004,1.621,5.72,337454016,427000000.0,1312.0,2.7293,0.432,3377999872.0,7334000000.0,20175000000.0
MSCI,Financial Services,MSCI Inc.,"7 World Trade Center, New York, NY",548.72,0.0101,572.5,376.41,479.4946,44810461184.0,1.65,6.77,7.59,0.38716,-12.605,10.7,80063000,993564032.0,,,0.151,1300948992.0,1250527000.0,2248598000.0
KKR,Financial Services,KKR & Co. Inc.,"30 Hudson Yards, New York, NY",51.35,0.0121,61.52,41.77,50.74235,45225390080.0,,,,-0.15203,19.293,-1.18,861107968,26263027712.0,84.659,-0.01831,-0.882,,32846181000.0,5532501000.0
AZO,Consumer Cyclical,"AutoZone, Inc.","123 South Front Street, Memphis, TN",2406.19,,2610.05,1703.32,2329.2961,45224304640.0,0.11,7.09,3.83,0.14319,-226.576,121.75,18397700,363740992.0,,,0.105,3748399104.0,8588393000.0,16252230000.0
ADSK,Technology,"Autodesk, Inc.","One Market Street, San Francisco, CA",201.61,,235.01,163.2,201.36494,45137416192.0,3.41,8.19,4.44,0.16444,5.326,3.79,214783008,2072000000.0,232.838,0.82548,2.378,1094000000.0,4000000000.0,5005000000.0
